134	0.07	0
135	0.1	0
136	0.1	0
137	0.13	1
138	0.13	1
139	0.12	1
140	0.09	0
141	0.05	0
142	0.14	2
143	0.06	0
144	0.08	0
145	0.06	0
146	0.11	0
147	0.13	1
148	0.06	0
149	0.06	0
150	0.11	1
151	0.07	0
152	0.05	0
153	0.11	0
154	0.06	0
155	0.14	5
156	0.08	1
157	0.08	1
158	0.15	4
159	0.14	4
160	0.13	1
161	0.07	0
162	0.08	0
163	0.12	2
164	0.12	1
165	0.13	1
166	0.05	0
167	0.13	1
168	0.12	0
169	0.06	0
170	0.06	0
171	0.05	0
172	0.06	0
173	0.1	1
174	0.08	0
175	0.1	0
176	0.06	0
177	0.07	0
178	0.06	0
179	0.1	1
180	0.07	0
181	0.16	1
182	0.06	0
183	0.17	1
184	0.11	0
185	0.07	0
186	0.13	1
187	0.11	1
188	0.06	0
189	0.09	0
190	0.1	1
191	0.05	0
192	0.09	0
193	0.08	0
194	0.07	0
195	0.09	0
196	0.08	0
197	0.12	1
198	0.06	0
199	0.06	0
200	0.1	0
201	0.05	0
202	0.12	1
203	0.05	0
204	0.09	1
205	0.11	1
206	0.06	0
207	0.13	1
208	0.1	0
209	0.13	1
210	0.11	1
211	0.1	1
212	0.1	0
213	0.07	1
214	0.05	0
215	0.08	0
216	0.14	1
217	0.06	0
218	0.08	1
219	0.1	0
220	0.12	0
221	0.07	0
222	0.08	0
223	0.07	0
224	0.12	0
225	0.3	0
226	0.16	0
227	0.39	0
228	0.12	0
229	0.07	0
230	0.11	0
231	0.15	1
232	0.07	1
233	0.08	0
234	0.12	1
235	0.08	1
236	0.16	1
237	0.05	0
238	0.07	0
239	0.09	0
240	0.07	1
241	0.12	1
242	0.08	0
243	0.14	0
244	0.11	0
245	0.07	0
246	0.1	0
247	0.08	0
248	0.07	0
249	0.09	0
250	0.06	1
251	0.05	0
252	0.06	0
253	0.06	0
254	0.08	0
255	0.09	1
256	0.05	0
257	0.15	2
258	0.06	0
259	0.06	0
260	0.08	0
261	0.11	1
262	0.08	0
263	0.11	1
264	0.07	1
265	0.08	0
266	0.12	0
267	0.06	1
268	0.05	0
269	0.09	0
270	0.07	0
271	0.09	0
272	0.1	1
273	0.07	0
274	0.09	1
275	0.08	0
276	0.06	0
277	0.07	0
278	0.06	0
279	0.14	1
280	0.07	0
281	0.09	0
282	0.13	1
283	0.08	0
284	0.06	1
285	0.12	2
286	0.07	1
287	0.08	0
288	0.08	0
289	0.06	0
290	0.07	0
291	0.09	1
292	0.11	1
293	0.06	0
294	0.14	2
295	0.08	1
296	0.09	0
297	0.08	1
298	0.1	0
299	0.05	0
300	0.09	0
301	0.04	0
302	0.05	0
303	0.08	0
304	0.09	0
305	0.06	0
306	0.1	0
307	0.1	0
308	0.07	0
309	0.1	0
310	0.09	0
311	0.07	0
312	0.06	0
313	0.07	0
314	0.12	1
315	0.05	0
316	0.06	0
317	0.06	0
318	0.07	0
319	0.05	0
320	0.05	0
321	0.12	0
322	0.07	0
323	0.09	0
324	0.06	0
325	0.06	0
326	0.11	0
327	0.06	0
328	0.07	0
329	0.08	0
330	0.06	0
331	0.08	1
332	0.1	0
333	0.11	0
334	0.11	1
335	0.09	0
336	0.05	0
337	0.09	1
338	0.06	0
339	0.1	1
340	0.07	0
341	0.08	0
342	0.1	0
343	0.07	0
344	0.06	0
345	0.1	1
346	0.05	0
347	0.07	0
348	0.13	0
349	0.06	0
350	0.09	0
351	0.11	1
352	0.07	0
353	0.07	0
354	0.06	0
355	0.05	0
356	0.1	1
357	0.04	0
358	0.12	0
359	0.13	0
360	0.05	0
361	0.1	1
362	0.09	0
363	0.13	0
364	0.08	0
365	0.1	0
366	0.08	1
367	0.07	0
368	0.09	0
369	0.08	0
370	0.06	1
371	0.13	0
372	0.08	0
373	0.12	2
374	0.05	0
375	0.06	0
376	0.1	1
377	0.08	0
378	0.06	0
379	0.05	0
380	0.06	1
381	0.06	0
382	0.1	0
383	0.07	0
384	0.13	1
385	0.06	0
386	0.07	0
387	0.07	0
388	0.12	0
389	0.08	1
390	0.12	0
391	0.19	3
392	0.1	0
393	0.12	0
394	0.09	0
395	0.06	0
396	0.06	0
397	0.06	1
398	0.05	0
399	0.08	0
400	0.05	0
401	0.09	1
402	0.07	0
403	0.09	0
404	0.09	0
405	0.07	1
406	0.09	0
407	0.08	0
408	0.07	0
409	0.14	1
410	0.05	1
411	0.12	0
412	0.05	0
413	0.08	1
414	0.07	0
415	0.05	0
416	0.1	1
417	0.07	0
418	0.07	1
419	0.06	0
420	0.06	0
421	0.09	0
422	0.04	0
423	0.1	1
424	0.1	0
425	0.13	2
426	0.12	1
427	0.05	0
428	0.08	0
429	0.07	0
430	0.08	0
431	0.07	0
432	0.09	0
433	0.11	1
434	0.07	0
435	0.08	1
436	0.12	2
437	0.12	1
438	0.1	0
439	0.08	1
440	0.12	0
441	0.09	0
442	0.05	0
443	0.06	0
444	0.09	0
445	0.08	0
446	0.1	1
447	0.09	0
448	0.08	0
449	0.07	0
450	0.11	1
451	0.16	2
452	0.07	0
453	0.05	0
454	0.1	1
455	0.09	0
456	0.09	0
457	0.12	2
458	0.06	0
459	0.09	1
460	0.15	1
461	0.09	0
462	0.09	1
463	0.06	0
464	0.07	0
465	0.1	1
466	0.09	0
467	0.11	1
468	0.08	1
469	0.08	0
470	0.09	0
471	0.05	0
472	0.08	1
473	0.08	0
474	0.1	0
475	0.09	0
476	0.11	1
477	0.1	1
478	0.12	1
479	0.07	0
480	0.09	0
481	0.05	0
482	0.08	0
483	0.07	0
484	0.07	0
485	0.12	2
486	0.12	1
487	0.13	1
488	0.12	1
489	0.1	0
490	0.08	0
491	0.07	0
492	0.11	1
493	0.08	0
494	0.08	0
495	0.17	3
496	0.07	0
497	0.12	1
498	0.11	1
499	0.07	0
500	0.05	0
501	0.09	0
502	0.08	0
503	0.09	1
504	0.05	0
505	0.08	1
506	0.08	0
507	0.15	2
508	0.08	0
509	0.07	0
510	0.06	0
511	0.07	0
512	0.12	1
513	0.06	0
514	0.09	0
515	0.05	0
516	0.06	0
517	0.06	0
518	0.07	0
519	0.05	0
520	0.11	0
521	0.06	0
522	0.1	0
523	0.12	2
524	0.07	0
525	0.07	1
526	0.09	1
527	0.12	1
528	0.06	0
529	0.07	0
530	0.06	0
531	0.08	0
532	0.06	0
533	0.11	2
534	0.06	0
535	0.06	0
536	0.09	0
537	0.05	0
538	0.07	0
539	0.14	1
540	0.15	1
541	0.06	0
542	0.07	0
543	0.11	1
544	0.06	0
545	0.12	1
546	0.09	1
547	0.07	0
548	0.11	2
549	0.08	0
550	0.08	0
551	0.07	0
552	0.06	0
553	0.08	0
554	0.06	0
555	0.08	0
556	0.08	0
557	0.11	1
558	0.1	1
559	0.11	1
560	0.11	1
561	0.08	0
562	0.08	0
563	0.12	1
564	0.08	0
565	0.06	0
566	0.11	1
567	0.05	0
568	0.06	0
569	0.14	1
570	0.09	0
571	0.16	1
572	0.07	0
573	0.1	0
574	0.06	0
575	0.14	1
576	0.06	0
577	0.08	0
578	0.07	0
579	0.09	0
580	0.07	0
581	0.11	1
582	0.06	0
583	0.09	0
584	0.07	0
585	0.05	0
586	0.14	1
587	0.06	0
588	0.06	0
589	0.06	0
590	0.12	1
591	0.06	0
592	0.1	1
593	0.08	0
594	0.06	0
595	0.05	0
596	0.09	0
597	0.13	1
598	0.06	0
599	0.09	1
600	0.09	1
601	0.07	0
602	0.06	0
603	0.08	0
604	0.09	1
605	0.06	0
606	0.06	0
607	0.09	1
608	0.08	0
609	0.07	0
610	0.15	3
611	0.07	0
612	0.09	0
613	0.07	0
614	0.06	0
615	0.12	1
616	0.08	1
617	0.1	0
618	0.09	0
619	0.14	1
620	0.11	0
621	0.07	0
622	0.05	1
623	0.08	0
624	0.08	0
625	0.06	0
626	0.06	0
627	0.06	1
628	0.09	0
629	0.08	0
630	0.06	0
631	0.11	1
632	0.05	0
633	0.14	2
634	0.08	0
635	0.07	0
636	0.1	0
637	0.09	0
638	0.05	1
639	0.05	0
640	0.09	0
641	0.06	1
642	0.14	2
643	0.1	0
644	0.07	0
645	0.06	0
646	0.12	1
647	0.05	0
648	0.13	1
649	0.11	1
650	0.09	0
651	0.11	0
652	0.07	0
653	0.08	0
654	0.13	2
655	0.05	0
656	0.1	1
657	0.1	0
658	0.17	3
659	0.11	0
660	0.16	1
661	0.15	0
662	0.35	0
663	0.16	0
664	0.35	0
665	0.1	0
666	0.07	0
667	0.06	0
668	0.09	0
669	0.11	1
670	0.11	1
671	0.09	1
672	0.07	0
673	0.05	0
674	0.11	1
675	0.09	0
676	0.07	0
677	0.07	0
678	0.08	0
679	0.05	0
680	0.09	1
681	0.09	0
682	0.07	0
683	0.09	0
684	0.05	0
685	0.07	0
686	0.06	0
687	0.06	0
688	0.07	0
689	0.07	0
690	0.16	2
691	0.08	0
692	0.08	0
693	0.12	1
694	0.09	1
695	0.11	1
696	0.11	1
697	0.07	0
698	0.08	0
699	0.14	2
700	0.13	0
701	0.09	1
702	0.09	1
703	0.06	0
704	0.07	0
705	0.08	0
706	0.06	0
707	0.09	1
708	0.09	0
709	0.06	0
710	0.06	0
711	0.13	1
712	0.06	0
713	0.07	0
714	0.09	1
715	0.06	0
716	0.11	0
717	0.06	0
718	0.05	0
719	0.06	0
720	0.05	0
721	0.11	0
722	0.09	0
723	0.08	0
724	0.09	1
725	0.05	0
726	0.07	0
727	0.06	0
728	0.05	0
729	0.07	0
730	0.07	0
731	0.06	0
732	0.08	0
733	0.05	0
734	0.06	0
735	0.08	0
736	0.11	1
737	0.08	0
738	0.06	0
739	0.1	0
740	0.11	0
741	0.13	2
742	0.11	1
743	0.05	0
744	0.06	0
745	0.14	0
746	0.05	0
747	0.06	0
748	0.14	0
749	0.08	0
750	0.08	0
751	0.08	0
752	0.08	0
753	0.1	1
754	0.13	1
755	0.1	1
756	0.08	0
757	0.12	1
758	0.09	0
759	0.13	1
760	0.07	0
761	0.07	0
762	0.11	1
763	0.05	0
764	0.09	1
765	0.05	0
766	0.05	0
767	0.07	0
768	0.12	0
769	0.07	0
770	0.06	0
771	0.08	0
772	0.08	0
773	0.1	0
774	0.09	1
775	0.08	0
776	0.12	1
777	0.07	0
778	0.08	0
779	0.11	2
780	0.09	1
781	0.07	0
782	0.06	0
783	0.05	0
784	0.1	1
785	0.06	0
786	0.12	1
787	0.07	0
788	0.08	0
789	0.09	0
790	0.07	0
791	0.07	0
792	0.15	3
793	0.05	0
794	0.1	0
795	0.07	0
796	0.1	0
797	0.09	0
798	0.06	0
799	0.08	0
800	0.09	0
801	0.09	0
802	0.06	0
803	0.07	0
804	0.11	1
805	0.11	0
806	0.12	0
807	0.07	0
808	0.07	0
809	0.13	2
810	0.05	0
811	0.1	1
812	0.05	0
813	0.08	1
814	0.08	0
815	0.07	0
816	0.08	1
817	0.05	0
818	0.14	1
819	0.07	0
820	0.07	0
821	0.08	0
822	0.09	0
823	0.05	0
824	0.11	0
825	0.11	1
826	0.05	0
827	0.11	1
828	0.06	0
829	0.08	0
830	0.07	1
831	0.08	1
832	0.08	0
833	0.05	0
834	0.08	0
835	0.15	1
836	0.12	1
837	0.08	0
838	0.09	1
839	0.06	0
840	0.12	1
841	0.09	0
842	0.12	1
843	0.05	0
844	0.05	0
845	0.1	1
846	0.09	0
847	0.06	0
848	0.09	0
849	0.1	0
850	0.06	0
851	0.06	0
852	0.08	0
853	0.07	0
854	0.08	0
855	0.08	0
856	0.06	0
857	0.11	0
858	0.08	0
859	0.07	0
860	0.07	0
861	0.1	1
862	0.07	0
863	0.07	0
864	0.06	0
865	0.1	1
866	0.06	0
867	0.14	1
868	0.09	0
869	0.06	0
870	0.1	0
871	0.11	0
872	0.14	1
873	0.07	0
874	0.06	0
875	0.06	0
876	0.05	0
877	0.09	0
878	0.05	0
879	0.05	0
880	0.11	0
881	0.11	1
882	0.07	0
883	0.09	0
884	0.08	0
885	0.06	0
886	0.08	0
887	0.07	0
888	0.06	0
889	0.07	0
890	0.08	0
891	0.08	0
892	0.1	0
893	0.11	0
894	0.06	0
895	0.07	0
896	0.07	0
897	0.07	0
898	0.12	0
899	0.08	0
900	0.06	0
901	0.09	1
902	0.07	0
903	0.08	0
904	0.08	0
905	0.08	0
906	0.05	0
907	0.12	1
908	0.06	0
909	0.11	1
910	0.07	0
911	0.12	1
912	0.09	1
913	0.08	0
914	0.05	0
915	0.07	0
916	0.11	1
917	0.13	2
918	0.06	0
919	0.13	2
920	0.05	0
921	0.08	1
922	0.05	0
923	0.06	0
924	0.11	1
925	0.09	1
926	0.05	0
927	0.07	0
928	0.13	1
929	0.06	0
930	0.13	1
931	0.05	0
932	0.07	0
933	0.15	1
934	0.12	1
935	0.08	0
936	0.07	0
937	0.07	0
938	0.1	0
939	0.07	0
940	0.07	0
941	0.1	1
942	0.07	0
943	0.09	0
944	0.09	0
945	0.12	1
946	0.04	0
947	0.05	0
948	0.09	0
949	0.1	1
950	0.06	0
951	0.1	0
952	0.11	2
953	0.07	0
954	0.11	1
955	0.12	0
956	0.11	0
957	0.12	1
958	0.05	0
959	0.09	0
960	0.11	1
961	0.1	0
962	0.06	0
963	0.11	1
964	0.06	0
965	0.08	0
966	0.1	1
967	0.06	0
968	0.05	0
969	0.1	1
970	0.05	0
971	0.08	0
972	0.09	0
973	0.25	0
974	0.09	0
975	0.08	0
976	0.09	1
977	0.08	0
978	0.05	0
979	0.08	1
980	0.08	0
981	0.08	0
982	0.08	0
983	0.07	0
984	0.07	0
985	0.11	1
986	0.05	0
987	0.09	0
988	0.08	0
989	0.06	0
990	0.08	1
991	0.09	0
992	0.05	0
993	0.13	2
994	0.09	0
995	0.07	0
996	0.1	1
997	0.16	2
998	0.1	1
999	0.06	1
1000	0.08	0
1001	0.05	0
1002	0.07	0
1003	0.11	1
1004	0.12	0
1005	0.12	1
1006	0.07	0
1007	0.09	0
1008	0.07	0
1009	0.08	0
1010	0.1	1
1011	0.1	0
1012	0.07	0
1013	0.1	0
1014	0.15	2
1015	0.07	0
1016	0.14	1
1017	0.12	1
1018	0.13	1
1019	0.06	0
1020	0.1	1
1021	0.12	2
1022	0.12	1
1023	0.06	1
1024	0.1	0
1025	0.12	1
1026	0.11	1
1027	0.12	0
1028	0.1	1
1029	0.12	3
1030	0.08	0
1031	0.08	0
1032	0.06	1
1033	0.1	0
1034	0.07	0
1035	0.1	1
1036	0.12	1
1037	0.09	0
1038	0.07	0
1039	0.06	0
1040	0.11	2
1041	0.1	0
1042	0.07	0
1043	0.07	0
1044	0.08	0
1045	0.08	0
1046	0.1	1
1047	0.09	0
1048	0.05	0
1049	0.11	1
1050	0.15	1
1051	0.08	0
1052	0.11	1
1053	0.07	0
1054	0.07	0
1055	0.09	0
1056	0.1	0
1057	0.12	1
1058	0.07	0
1059	0.09	1
1060	0.08	0
1061	0.05	0
1062	0.09	0
1063	0.07	0
1064	0.11	0
1065	0.11	1
1066	0.06	0
1067	0.07	0
1068	0.1	0
1069	0.13	0
1070	0.06	0
1071	0.1	0
1072	0.15	1
1073	0.1	1
1074	0.13	0
1075	0.05	0
1076	0.13	1
1077	0.06	0
1078	0.05	0
1079	0.14	1
1080	0.11	1
1081	0.06	0
1082	0.05	0
1083	0.09	0
1084	0.11	2
1085	0.08	0
1086	0.05	1
1087	0.06	0
1088	0.09	0
1089	0.08	0
1090	0.11	1
1091	0.15	2
1092	0.1	0
1093	0.07	0
1094	0.07	0
1095	0.09	0
1096	0.11	1
1097	0.13	3
1098	0.07	0
1099	0.06	0
1100	0.05	0
1101	0.07	0
1102	0.07	0
1103	0.05	0
1104	0.12	1
1105	0.05	0
1106	0.1	0
1107	0.07	0
1108	0.15	1
1109	0.15	1
1110	0.13	1
1111	0.05	1
1112	0.1	1
1113	0.1	0
1114	0.08	1
1115	0.11	0
1116	0.06	0
1117	0.1	1
1118	0.11	1
1119	0.09	0
1120	0.09	0
1121	0.11	0
1122	0.05	0
1123	0.08	0
1124	0.07	1
1125	0.11	0
1126	0.05	0
1127	0.1	0
1128	0.06	1
1129	0.09	0
1130	0.09	0
1131	0.1	1
1132	0.06	0
1133	0.09	1
1134	0.08	0
1135	0.06	0
1136	0.1	0
1137	0.06	0
1138	0.11	1
1139	0.05	0
1140	0.14	1
1141	0.08	0
1142	0.05	0
1143	0.06	0
1144	0.05	0
1145	0.08	0
1146	0.09	0
1147	0.14	2
1148	0.09	0
1149	0.07	0
1150	0.11	2
1151	0.1	1
1152	0.06	0
1153	0.1	1
1154	0.08	0
1155	0.08	0
1156	0.15	2
1157	0.12	0
1158	0.05	0
1159	0.12	0
1160	0.07	0
1161	0.05	1
1162	0.09	0
1163	0.09	0
1164	0.12	1
1165	0.05	0
1166	0.12	1
1167	0.1	0
1168	0.05	0
1169	0.12	1
1170	0.13	0
1171	0.06	0
1172	0.13	1
1173	0.07	0
1174	0.12	1
1175	0.14	0
1176	0.07	0
1177	0.47	0
1178	0.17	0
1179	0.333	0
1180	0.1	0
